feature,mean_abs_shap
age_at_initial_pathologic_diagnosis,0.0235931925858126
gene.CYP4F3,0.013392831643570276
gene.SIX2,0.013134398717249548
gene.WNK2,0.01302081789613519
gene.MSI1,0.012879279095408697
gene.KRT6A,0.012681428094260327
gene.C12orf54,0.01240999176763099
gene.GLDC,0.012409628009280504
gene.ADH7,0.012405776807330338
gene.SPRR1B,0.01237184289460407
gene.B4GALNT4,0.01235048263286106
gene.IGSF9,0.012334770576992681
gene.SBK1,0.012332336374589269
gene.APOBR,0.012315640770158207
gene.ANKRD13B,0.012305342295200323
gene.ST8SIA2,0.012296703178079677
gene.TACR2,0.012273212962201492
gene.ACAN,0.01223444655818316
gene.BDNF,0.012222403291695154
gene.DCLK3,0.012219483570803664
gene.CCNA1,0.012215980065590295
gene.PACSIN1,0.0121736960200247
gene.HSPB8,0.01216822481424465
gene.CCDC154,0.01215558588656789
gene.SPRR2B,0.012126061517761471
gene.UGT1A8,0.012118453057126232
gene.CSPG5,0.012116700324152935
gene.FAM178B,0.012088922518214673
gene.GBP6,0.012086381670303683
gene.C12orf75,0.012064061774332627
gene.DEFB112,0.01205375501822781
gene.GJB2,0.012052368468086948
gene.ACKR2,0.012045862837739835
gene.PTPRN,0.012026408307236627
gene.OR5T1,0.012025455928170156
gene.RIBC2,0.01201929432974551
gene.KDELR3,0.012017803599867644
gene.EGFL7,0.01200991493550834
gene.CBLN2,0.012006132081740081
gene.CASP14,0.012004368126554886
gene.WFIKKN1,0.01200091530132187
gene.STAR,0.011995468593833634
gene.TNNI1,0.011971388771108756
gene.PALM3,0.011968645959043395
gene.UMODL1,0.011961338764558732
gene.TUBB8,0.011960471807247856
gene.C16orf95,0.01195128546878582
gene.ATP13A4,0.011949585339522957
gene.SPRR3,0.011937565991388283
gene.CETN1,0.011932375563571584
gene.RAP1GAP2,0.0119223427153214
gene.HTR2C,0.011907176242348034
gene.SMCO2,0.011896670284040492
gene.WASF1,0.011895703914464347
gene.ESM1,0.011890343711766956
gene.FREM2,0.011888045812756017
gene.NIM1K,0.01188770780661161
gene.HSH2D,0.011880902717117878
gene.MAT1A,0.01187874714977742
gene.TPGS1,0.011877832261816502
gene.ISYNA1,0.011877814756022183
gene.C1orf127,0.011872239413666181
gene.HUS1B,0.011866454435679009
gene.LIPH,0.011861415192650398
gene.ADGRF4,0.011860896405757403
gene.BMP8B,0.011860723370520528
gene.CPNE7,0.011842038792526585
gene.KRTAP12-3,0.01184171954685804
gene.GPR26,0.011833351997737603
gene.SCGB3A2,0.011830970873114665
gene.ADAP1,0.011818110443995798
gene.F2RL3,0.011815936186481876
gene.TLE2,0.011813868749036102
gene.KRTAP10-8,0.011808179171088532
gene.KANK3,0.011805640535842939
gene.ATP1B1,0.0118048445413526
gene.NFE2,0.01180108121981869
gene.NFIX,0.011797160955954511
gene.HMGA2,0.011795241951764965
gene.CERS3,0.011793122952057726
gene.CBLL2,0.011792339789242524
gene.AREG,0.011788900629703312
gene.IFITM1,0.011782430716339323
gene.MAGEA11,0.011781159842163401
gene.CGREF1,0.011779896451242153
gene.SSX2B,0.011779010354750458
gene.BST2,0.011777876713783065
gene.OR5AP2,0.011776505508594265
gene.RNF128,0.01177401259948514
gene.AKR1B10,0.011773150354975215
gene.AQP3,0.011759353908629751
gene.PACSIN3,0.011758324418172417
gene.SMIM38,0.011752591877067672
gene.UGT3A2,0.011750273118066788
gene.LRRIQ1,0.011739927116939528
gene.KRT13,0.011734572233974682
gene.ASIC1,0.011731062401865121
gene.OR8A1,0.011728531423243727
gene.CD1A,0.011720785732535361
gene.AJM1,0.011719665348088694
gene.UGT1A7,0.01171404522765965
gene.KLHDC8A,0.011713469555359282
gene.CLEC3B,0.011708591696342186
gene.FAM25C,0.011705858272676438
gene.CLCA4,0.011704772945698078
gene.MTFP1,0.011699839293234699
gene.IL17RE,0.011696740847148375
gene.TP53AIP1,0.0116965622625751
gene.EMID1,0.011695444057483172
gene.BATF,0.011692834139491742
gene.RAPGEF3,0.01168690054868601
gene.MYRF,0.011684232512380504
gene.AP001453.3,0.011683464398898601
gene.AMZ1,0.011683367665321569
gene.CA13,0.011672881396166773
gene.NDST3,0.011659034322988749
gene.ITGA6,0.011658586924799545
gene.SCNN1B,0.011657747388813788
gene.DIPK1C,0.011656207869958975
gene.ADGRG2,0.011655946315346513
gene.PARP10,0.011651160663297353
gene.KCNMB4,0.011650488075314207
gene.RAPGEFL1,0.011650339516766804
gene.TMPRSS11E,0.011650187013835871
gene.EPHA6,0.011649613244245346
gene.HNF4G,0.011646965741068162
gene.TSPEAR,0.011643600885045404
gene.EME2,0.01163907281516855
gene.KIAA1210,0.011638746110599164
gene.FAM222A,0.011636328766842763
gene.HPCA,0.011630356396909161
gene.GADD45G,0.011628166674604194
gene.TET1,0.011622225564402018
gene.PGLYRP2,0.01162097351976223
gene.TMEM108,0.011619191633356792
gene.RTN4RL2,0.011613591856958119
gene.CRNN,0.01161247772826108
gene.MST1R,0.011611552740996307
gene.MB,0.01161132205841415
gene.VSNL1,0.011610984653877676
gene.OR4D11,0.011608986978722736
gene.MTARC1,0.011608375051861448
gene.HABP2,0.011605858094870542
gene.NOXA1,0.011604415247108028
gene.UHRF1,0.011603899398837504
gene.GZMM,0.011602687828396411
gene.OR4L1,0.011600360194721082
gene.MDK,0.011599675482936115
gene.CYP4F11,0.01159202979329322
gene.ARTN,0.01159148294503214
gene.RAP1GAP,0.011589097982118187
gene.RNF39,0.011587772507699939
gene.CXorf66,0.011580434493487914
gene.ZYG11A,0.011578636892333034
gene.NOS2,0.01157771137318652
gene.CNIH2,0.01157310164480534
gene.LRATD1,0.011572882351078123
