feature,mean_abs_shap
age_at_initial_pathologic_diagnosis,0.015931826294479808
gene.GZMM,0.010895744151881393
gene.TBC1D10C,0.010586548866657943
gene.HSH2D,0.010375515983901852
gene.CCDC88B,0.010340353065696669
gene.IGSF9,0.010336764092262352
gene.BATF,0.010327211715960363
gene.LTB,0.010245417522593371
gene.CCL19,0.010228768914531814
gene.SBK1,0.010172816021012212
gene.IRF7,0.01014210802277257
gene.ESM1,0.01009019032953973
gene.CD3D,0.010071977447835348
gene.ITGAL,0.01006744454875355
gene.ACAN,0.010033175433607844
gene.BST2,0.01003233728215672
gene.ZAP70,0.010022331805042198
gene.RASAL3,0.010013824614573903
gene.S1PR4,0.009971835513225655
gene.GZMK,0.00996353144852161
gene.B4GALNT4,0.009952844966866173
gene.CCR7,0.009941220093167452
gene.ADAP1,0.009932716910387938
gene.PARP10,0.009929431312255871
gene.EMID1,0.009927705274144516
gene.NOXA1,0.009920228580049954
gene.CXCR3,0.009909946926334965
gene.PACSIN1,0.009908063663317892
gene.MS4A1,0.009898498851389742
gene.ACAP1,0.009893066969454757
gene.ODF3B,0.00986935816285785
gene.IFI35,0.009836122145669066
gene.SCML4,0.009828999088048657
gene.APOL3,0.009799397978034124
gene.PDCD1,0.009784739759310513
gene.FHOD3,0.009783729586951236
gene.WNK2,0.009783524765810098
gene.SUGCT,0.009762365726877938
gene.MSI1,0.00975817586658198
gene.KLHDC8A,0.009749231096967771
gene.PLAAT4,0.009738607021350133
gene.SIT1,0.009736940431100722
gene.APOBR,0.009717543655964408
gene.KRT6A,0.009700357504960545
gene.APOBEC3G,0.009692547455116421
gene.CD3E,0.00967635514270174
gene.PTGDS,0.009660330297694112
gene.GZMA,0.009654830603510274
gene.CD2,0.00963333256575195
gene.TSPAN32,0.009622458283295908
gene.NIBAN3,0.009620602509413437
gene.KDELR3,0.009606724265594661
gene.TTC16,0.009604240777375643
gene.CD52,0.009601763808477206
gene.APOE,0.009600049644582402
gene.NKG7,0.009596341207357237
gene.ISYNA1,0.009594316049946523
gene.CHST6,0.009593458795146125
gene.ARSL,0.009584704359558745
gene.RHPN1,0.009571788731933666
gene.TNFRSF13B,0.009545172927323549
gene.MZB1,0.009534125077823091
gene.TREM1,0.0095330165718626
gene.PXDN,0.009528375139897226
gene.ITGA6,0.00952417324293184
gene.UHRF1,0.009523627333129645
gene.HSF4,0.009518042236202218
gene.GJC1,0.009516571187816961
gene.IL2RG,0.009505213664054843
gene.FUT7,0.009502541739523952
gene.PALM3,0.00949382206659234
gene.ADGRF4,0.009492445439559303
gene.TET1,0.009492037969838872
gene.ANKRD13B,0.009487820863188993
gene.SIRPG,0.009480144063401343
gene.PSTPIP1,0.009468023296203165
gene.GJB2,0.009459844237361575
gene.EME2,0.009457239774928043
gene.CPNE7,0.009455034581703374
gene.NALCN,0.009453803357737246
gene.TPGS1,0.009452358340449855
gene.BRICD5,0.009452006658345908
gene.MFAP2,0.009449899474566491
gene.CTSW,0.009448764321986687
gene.APCDD1L,0.009444304874619797
gene.CD8A,0.009439085852208595
gene.CCDC154,0.009436335023567706
gene.PLIN5,0.009435857573076729
gene.KIAA1549,0.009420643870517656
gene.CORO1A,0.009417618971763127
gene.CTXN1,0.00941118245808379
gene.FCRL3,0.009410529599345163
gene.RAB37,0.00940673899174237
gene.VANGL2,0.009404284325544134
gene.CD247,0.009401963883178212
gene.TUBB8,0.009395093210656916
gene.VAV1,0.009394068556336269
gene.ATP13A4,0.009392515808437923
gene.MAMDC4,0.00939236748183143
gene.GPR174,0.009387634892542107
gene.TTBK1,0.0093876219486744
