feature,mean_abs_shap
age_at_initial_pathologic_diagnosis,0.02607334025192146
gene.WNK2,0.012936392239033164
gene.NUDT3,0.012712828708084664
gene.KLHL23,0.01270294287042155
gene.FAXC,0.012554838056435485
gene.LRRCC1,0.01242181946622175
gene.MDK,0.012400422184701698
gene.SBK1,0.012359243672342203
gene.UHRF1,0.012308035591829598
gene.RTKN2,0.012283420895863406
gene.ZNF610,0.01227936147587094
gene.KIAA1549,0.012262421132395526
gene.RAET1E,0.012241467677503887
gene.VN1R1,0.012226686566898716
gene.CLMN,0.012192701297660693
gene.KIF11,0.012163842094911725
gene.CLU,0.012155450342174629
gene.FZD6,0.012144934290396262
gene.DTL,0.012137464374775211
gene.ZYG11A,0.012026206963732458
gene.ESCO2,0.012022784769288149
gene.NDRG1,0.012000125598998665
gene.KIF18A,0.011986464234862243
gene.MCMDC2,0.011966054280317663
gene.IGSF9,0.011963951681973214
gene.MAGEA11,0.011942773571513323
gene.CGREF1,0.011935155767031516
gene.ZNF738,0.011913089215963634
gene.TYMS,0.01188016179432085
gene.HSPA4L,0.011865092198045836
gene.DNA2,0.01186100163629727
gene.ASPM,0.011855873086851655
gene.MT1F,0.011842743769249663
gene.MNS1,0.011820062206631898
gene.DNAJC6,0.011819403155986568
gene.TUBAL3,0.01181780372068026
gene.KLHL38,0.011809197858522868
gene.XRCC2,0.011790836933503338
gene.GLDC,0.011775551139618748
gene.ZNF549,0.011757297766830281
gene.EGFL7,0.0117572390099776
gene.TET1,0.011746246111413245
gene.PRKDC,0.011743685759455533
gene.ZNF135,0.01173307216492774
gene.PTPRU,0.01173238317298956
gene.CKAP2L,0.01172965233949995
gene.CENPF,0.011723867691389894
gene.CHMP4C,0.011715194807880412
gene.ZNF367,0.011710171687021237
gene.LAPTM4B,0.011705926469007009
gene.GAS2L3,0.01170591505110219
gene.ZNF772,0.011700707609601261
gene.UGT1A7,0.011698375021767163
gene.MLLT11,0.011692684573702945
gene.ARID5A,0.011680981801241226
gene.ZNF724,0.011674940472005397
gene.PYCARD,0.011673602569926488
gene.CIP2A,0.011661342439060427
gene.CCNE2,0.011657846038596214
gene.SLC10A5,0.01163992726399709
gene.C4BPB,0.01162968133347672
gene.HSPB8,0.011627714344057627
gene.PBK,0.011616087777090075
gene.RHPN2,0.011610730411778417
gene.ZNF714,0.011610672854705649
gene.B4GALNT3,0.011602988776353068
gene.C18orf54,0.011600940231378943
gene.RRAGD,0.011584387024244889
gene.CASP14,0.011582804752985168
gene.SSX2B,0.011580543299406174
gene.CENPK,0.01156917456053843
gene.SMC4,0.011567570046307053
gene.C4orf47,0.011561672072098754
gene.TMEM61,0.011559307240246432
gene.CNIH2,0.011545360200050273
gene.PALM3,0.011543415908410517
gene.JPH1,0.011541771336137898
gene.FAM171A2,0.011525791070991574
gene.SIX4,0.01152535347908459
gene.BEND5,0.011521561251433016
gene.MCM2,0.011514176882539433
gene.DNAH11,0.011513755590859175
gene.BRIP1,0.011503434948875374
gene.GNAT2,0.011500479961975176
gene.SQLE,0.011485727300138538
gene.STAR,0.011477494340847117
gene.MB,0.01147412936111029
gene.HUS1B,0.01146991318816063
gene.AC068831.6,0.011469630819235903
gene.ZSCAN18,0.011461717558868465
gene.BUB1B,0.011460771985958455
gene.REEP2,0.011450578779818664
gene.MFAP3L,0.011450074235518677
