feature,mean_abs_shap
VAE_20,0.259503939957964
VAE_37,0.23164427656952277
VAE_4,0.21804877385494353
VAE_15,0.20105156931689477
VAE_25,0.19350434704130393
VAE_34,0.17850517717656417
VAE_19,0.17841151524610183
VAE_1,0.17539594583924803
VAE_22,0.15380004099126343
VAE_11,0.15077923331813547
VAE_32,0.14678036700653233
age_at_initial_pathologic_diagnosis,0.13921136552481364
VAE_28,0.13759644744506222
VAE_9,0.1357625744115081
VAE_31,0.1356359162295961
VAE_38,0.13197365330634006
VAE_30,0.12776503612174983
VAE_6,0.12754676364080897
VAE_5,0.11781444189634675
VAE_16,0.10983520202785953
VAE_18,0.10872168092407711
VAE_47,0.10495839906810416
VAE_7,0.10465951224008868
VAE_23,0.10221782108039358
VAE_48,0.0986573415220257
VAE_42,0.09804673352015972
VAE_2,0.09732932758831159
VAE_10,0.09515819720780898
VAE_26,0.09490738227164623
VAE_0,0.0945758062672103
VAE_8,0.09437817009383985
VAE_44,0.09228783052059741
VAE_40,0.09144160647526105
VAE_43,0.08719290686393562
VAE_3,0.07997044592648117
VAE_24,0.0783071874193696
VAE_41,0.0776215821231698
VAE_27,0.0734829160007423
VAE_45,0.07066914046221633
VAE_21,0.06745823484047263
VAE_17,0.06742876255232398
VAE_13,0.06211388432139122
VAE_49,0.061768715867383854
VAE_46,0.05705192051439475
VAE_12,0.054541115913243406
VAE_29,0.054220407154385204
VAE_36,0.05045090995666384
VAE_39,0.050422334029141605
pathologic_stage_Stage IIIA,0.04845277359837403
pathologic_stage_Stage I,0.046602275841174386
VAE_33,0.03877981244748138
VAE_14,0.03607664896394868
VAE_35,0.035895774881968774
pathologic_stage_Stage IIB,0.026933911175180594
pathologic_stage_Stage IIA,0.026353089291974857
pathologic_stage_Stage IIIC,0.008998809575799398
pathologic_stage_Stage IA,0.007397326608855575
