feature,mean_abs_shap
VAE_15,0.2725148542700063
VAE_43,0.2463322317326061
VAE_23,0.24062632399563794
VAE_9,0.21336133168689533
age_at_initial_pathologic_diagnosis,0.21177832844222588
VAE_18,0.2026143904231763
VAE_38,0.1929955556260867
VAE_29,0.1803030274036664
VAE_40,0.17749044942447825
VAE_20,0.1665348070752893
VAE_37,0.16148096257646638
VAE_5,0.1558662409959818
VAE_13,0.15306410400989964
VAE_49,0.15195879250000263
VAE_34,0.14914943386215151
VAE_6,0.13539770787060676
VAE_25,0.13050834882085077
VAE_21,0.12885084026536509
VAE_0,0.10957701540661899
VAE_26,0.10926907621707191
VAE_28,0.10868050758654656
VAE_3,0.1019320642229365
VAE_1,0.09763431483624911
VAE_27,0.09311757597560928
VAE_4,0.09174424635978441
VAE_7,0.09084193764041434
VAE_11,0.08977254386619153
VAE_33,0.0865037352221225
VAE_30,0.08563621583327671
VAE_41,0.08563477402124002
VAE_48,0.0837380308595251
VAE_14,0.08323034804015325
VAE_42,0.07875565237567915
pathologic_stage_Stage IIIA,0.07672380831053466
VAE_44,0.07340374749270309
VAE_32,0.07117450598323764
VAE_47,0.06956587893678592
VAE_17,0.06914170551028502
VAE_12,0.06913677706444753
VAE_2,0.06891454048040403
VAE_8,0.0678700969602936
VAE_19,0.06589892225830944
VAE_24,0.065510819645123
VAE_31,0.06491742060372767
VAE_10,0.06432406759107956
VAE_16,0.06398706040823893
VAE_39,0.06295879291702691
pathologic_stage_Stage I,0.059106311480874904
VAE_46,0.05816719891186124
VAE_36,0.05406006488928142
VAE_35,0.048872257921316
VAE_22,0.04554404744885032
VAE_45,0.04463901266506515
pathologic_stage_Stage IIA,0.02866671810739209
pathologic_stage_Stage IIB,0.025748843567895918
pathologic_stage_Stage IA,0.012548891554262458
pathologic_stage_Stage IIIC,0.011343313577952985
