feature,mean_abs_shap
VAE_22,0.09273845207814436
VAE_15,0.08238710299334466
VAE_23,0.08191837933296842
VAE_37,0.07503210185342944
VAE_18,0.06584737982379062
VAE_25,0.061672836058694176
VAE_28,0.060023357616790785
VAE_1,0.05957242423142134
VAE_40,0.059363567597022056
VAE_33,0.05820480231511331
VAE_21,0.056589417298596616
VAE_17,0.05457210312539404
VAE_0,0.05088222695186739
VAE_34,0.049381674041125395
VAE_38,0.047753721690835055
VAE_4,0.04714284439513288
age_at_initial_pathologic_diagnosis,0.044465099581923594
VAE_30,0.04205971979240968
VAE_11,0.042031946764426134
VAE_49,0.041635068298369826
VAE_26,0.04062612499682397
VAE_32,0.04030161081815372
VAE_24,0.040209074921296384
VAE_29,0.03812161371112569
VAE_13,0.03794569547371487
VAE_12,0.037787108482551686
VAE_43,0.03679578011311671
VAE_16,0.035950601780761406
VAE_5,0.0344409984645068
VAE_3,0.03419964270388539
VAE_31,0.03397320808029063
VAE_42,0.033935143526551644
VAE_44,0.03293827281905335
VAE_27,0.03198058048492111
VAE_39,0.03123891196991364
VAE_47,0.03085796011414322
VAE_36,0.029396836984940188
VAE_46,0.028796867458400262
VAE_35,0.028691837034375705
VAE_9,0.028183953599847277
VAE_7,0.027610604563381918
VAE_20,0.02607184351294319
VAE_14,0.025732896490908805
VAE_10,0.02484248953963568
VAE_6,0.02382192710383454
VAE_48,0.023342534227503056
VAE_19,0.022433244524779235
VAE_45,0.022129430500368887
VAE_8,0.021645360991820746
VAE_41,0.021316273641674627
VAE_2,0.018970223332017488
pathologic_stage_Stage I,0.01443517293163712
pathologic_stage_Stage IIA,0.012509753351125962
pathologic_stage_Stage IIIA,0.01031251492135292
pathologic_stage_Stage IIB,0.008679310123866175
pathologic_stage_Stage IA,0.006981578034412785
pathologic_stage_Stage IIIC,0.002063784771795322
