model_id,sample_id,feature,shap_value
0,0,age_at_initial_pathologic_diagnosis,0.001279768615890976
0,0,pathologic_stage_Stage I,0.0003285157792379323
0,0,pathologic_stage_Stage IA,-5.536916924029356e-05
0,0,pathologic_stage_Stage IIA,0.0005316204814789672
0,0,pathologic_stage_Stage IIB,9.866890395642259e-06
0,0,pathologic_stage_Stage IIIA,7.88000525062671e-06
0,0,pathologic_stage_Stage IIIC,-3.981564550485927e-06
0,0,hsa-mir-1-1,0.00867803126829658
0,0,hsa-mir-1-2,-0.00017463935187103159
0,0,hsa-mir-105-1,0.0006779744327202284
0,0,hsa-mir-105-2,0.00026762353562248103
0,0,hsa-mir-1179,-0.0017247981091569526
0,0,hsa-mir-1181,-0.0011106225785036527
0,0,hsa-mir-1185-1,-0.0018512469357643518
0,0,hsa-mir-1185-2,-0.0014432684945997552
0,0,hsa-mir-1197,0.0018871298077158258
0,0,hsa-mir-122,-0.00022409688577411816
0,0,hsa-mir-1224,-0.0014323251211675759
0,0,hsa-mir-1225,0.00034809552694866567
0,0,hsa-mir-1226,-0.0010148987284129417
0,0,hsa-mir-1227,0.002138137514450266
0,0,hsa-mir-1228,-0.0006082715554246947
0,0,hsa-mir-1229,-0.0006857291735364487
0,0,hsa-mir-1231,-0.000436852904984217
0,0,hsa-mir-1234,0.00026966003743407224
0,0,hsa-mir-1236,0.002412037612968455
0,0,hsa-mir-1237,0.0007654007685720432
0,0,hsa-mir-1238,-0.0034597005872736963
0,0,hsa-mir-124-1,0.0012989767901166371
0,0,hsa-mir-124-2,0.0006234523381670607
0,0,hsa-mir-124-3,-0.0008948182583917328
0,0,hsa-mir-1243,0.00013130909876214744
0,0,hsa-mir-1245a,-0.0012786972894254945
0,0,hsa-mir-1245b,0.0003051100021559415
0,0,hsa-mir-1246,-0.00025511266042251344
0,0,hsa-mir-1247,0.0007928972260531898
0,0,hsa-mir-1248,1.839387993380792e-05
0,0,hsa-mir-1249,-6.289362425081212e-05
0,0,hsa-mir-1250,0.002485663241971975
0,0,hsa-mir-1251,0.0015949856522461065
0,0,hsa-mir-1252,-0.00015137784476304262
0,0,hsa-mir-1254-1,0.004638656574505927
0,0,hsa-mir-1254-2,-0.0003936980485902022
0,0,hsa-mir-1255a,0.0010330340782952843
0,0,hsa-mir-1256,-0.0017546249656224576
0,0,hsa-mir-1257,4.237544251683175e-05
0,0,hsa-mir-1258,-0.000366410679806677
0,0,hsa-mir-1260b,-2.7864774002608486e-05
0,0,hsa-mir-1262,0.0034876287266019006
0,0,hsa-mir-1265,-0.00046235610645893095
0,0,hsa-mir-1269a,-5.964125202369981e-05
0,0,hsa-mir-1269b,-0.00021156498211225661
0,0,hsa-mir-1270,-0.00044845684712389774
0,0,hsa-mir-1271,-0.00396121555052973
0,0,hsa-mir-1273h,-0.0027683923327744995
0,0,hsa-mir-1275,0.0001198476754892563
0,0,hsa-mir-1276,-0.0005753517727865661
0,1,age_at_initial_pathologic_diagnosis,-8.676420004746813e-05
0,1,pathologic_stage_Stage I,4.646595483791316e-05
0,1,pathologic_stage_Stage IA,3.870777080010157e-05
0,1,pathologic_stage_Stage IIA,0.0003951355263870937
0,1,pathologic_stage_Stage IIB,-0.00035413717549090504
0,1,pathologic_stage_Stage IIIA,-0.0002207213516521733
0,1,pathologic_stage_Stage IIIC,2.984000548167387e-05
0,1,hsa-mir-1-1,0.0008432903231587541
0,1,hsa-mir-1-2,0.001354612410325065
0,1,hsa-mir-105-1,0.0033403970844632868
0,1,hsa-mir-105-2,0.0013191542817208393
0,1,hsa-mir-1179,-0.0015061317717418594
0,1,hsa-mir-1181,-0.0011387657547119701
0,1,hsa-mir-1185-1,0.0027501722170020127
0,1,hsa-mir-1185-2,0.0024477914917338237
0,1,hsa-mir-1197,0.005282402096767847
0,1,hsa-mir-122,-7.382045647018838e-05
0,1,hsa-mir-1224,0.0003627900773400815
0,1,hsa-mir-1225,-0.00010685293125502521
0,1,hsa-mir-1226,-0.0011626503263213242
0,1,hsa-mir-1227,0.001972554813783976
0,1,hsa-mir-1228,0.0009127358066737496
0,1,hsa-mir-1229,-0.0030588395189868854
0,1,hsa-mir-1231,8.92174468065128e-05
0,1,hsa-mir-1234,0.0010455171867974947
0,1,hsa-mir-1236,-0.0001799171245224393
0,1,hsa-mir-1237,-0.0039050847936331857
0,1,hsa-mir-1238,0.001882662498316759
0,1,hsa-mir-124-1,0.00044928996627111896
0,1,hsa-mir-124-2,-0.001056276594118501
0,1,hsa-mir-124-3,-0.0006086220489807698
0,1,hsa-mir-1243,-0.0022126104360465472
0,1,hsa-mir-1245a,0.00029280569380342567
0,1,hsa-mir-1245b,0.0009013242655296855
0,1,hsa-mir-1246,-0.0006093072925957068
0,1,hsa-mir-1247,0.001416857949132494
0,1,hsa-mir-1248,-0.0013616570629868528
0,1,hsa-mir-1249,0.005568176587096001
0,1,hsa-mir-1250,0.0009104017669278369
0,1,hsa-mir-1251,-0.0011622685660043167
0,1,hsa-mir-1252,0.001967150508279302
0,1,hsa-mir-1254-1,0.0012841623008004197
0,1,hsa-mir-1254-2,-0.0016088258476134735
0,1,hsa-mir-1255a,0.004677448437183661
0,1,hsa-mir-1256,0.00045173602248288735
0,1,hsa-mir-1257,-0.00032020572801946036
0,1,hsa-mir-1258,0.0010980071594707862
0,1,hsa-mir-1260b,0.0012437634452028298
0,1,hsa-mir-1262,0.0004370695376316943
0,1,hsa-mir-1265,0.0005141055639174233
0,1,hsa-mir-1269a,8.4173750373397e-05
0,1,hsa-mir-1269b,0.0007813213171401915
0,1,hsa-mir-1270,-0.0003177646855838701
0,1,hsa-mir-1271,-0.0021511349967375617
0,1,hsa-mir-1273h,-0.00796385774279182
0,1,hsa-mir-1275,0.0011272278756026292
0,1,hsa-mir-1276,0.0013076138091228965
0,2,age_at_initial_pathologic_diagnosis,0.00021383222283637498
0,2,pathologic_stage_Stage I,0.001010678268430638
0,2,pathologic_stage_Stage IA,-3.18347432767041e-05
0,2,pathologic_stage_Stage IIA,0.0001932148112609866
0,2,pathologic_stage_Stage IIB,6.639720808379934e-05
0,2,pathologic_stage_Stage IIIA,-4.3729876961151606e-05
0,2,pathologic_stage_Stage IIIC,0.00010422227947856299
0,2,hsa-mir-1-1,-0.009300412901849126
0,2,hsa-mir-1-2,0.0014082821940471035
0,2,hsa-mir-105-1,0.00025064602392488154
0,2,hsa-mir-105-2,-0.0006576721380197014
0,2,hsa-mir-1179,0.0011024474522235903
0,2,hsa-mir-1181,-0.0004892276497492279
0,2,hsa-mir-1185-1,0.008327470653453519
0,2,hsa-mir-1185-2,-0.0008338661047868712
0,2,hsa-mir-1197,0.0012347562058597434
0,2,hsa-mir-122,0.001042016937815268
0,2,hsa-mir-1224,-0.0012797700836302262
0,2,hsa-mir-1225,0.0032795564112760144
0,2,hsa-mir-1226,-0.00025924928259624135
0,2,hsa-mir-1227,0.0009477265651962023
0,2,hsa-mir-1228,0.003280965423802632
0,2,hsa-mir-1229,-0.0008859950834462069
0,2,hsa-mir-1231,0.0008751323590033398
0,2,hsa-mir-1234,-0.00036452170287299773
0,2,hsa-mir-1236,-0.0012376533101163601
0,2,hsa-mir-1237,4.08870837246124e-05
0,2,hsa-mir-1238,-0.001120020381818102
0,2,hsa-mir-124-1,0.00045905457960382167
0,2,hsa-mir-124-2,-0.00027726608843075303
0,2,hsa-mir-124-3,0.0004347250877548264
0,2,hsa-mir-1243,0.0002603075292363345
0,2,hsa-mir-1245a,-0.0018715353376690864
0,2,hsa-mir-1245b,-3.4796443248323767e-06
0,2,hsa-mir-1246,-0.002288225478070537
0,2,hsa-mir-1247,0.0011372948126657449
0,2,hsa-mir-1248,-0.00017114064789580403
0,2,hsa-mir-1249,0.0018864855771603829
0,2,hsa-mir-1250,0.003057101497290701
0,2,hsa-mir-1251,-0.0009629592803301294
0,2,hsa-mir-1252,-0.0005882508560567194
0,2,hsa-mir-1254-1,-0.0008136428211409922
0,2,hsa-mir-1254-2,0.0007135705653636072
0,2,hsa-mir-1255a,-0.0016553235942419911
0,2,hsa-mir-1256,-2.807345530126202e-05
0,2,hsa-mir-1257,0.0005197623731827456
0,2,hsa-mir-1258,7.24291716891299e-05
0,2,hsa-mir-1260b,0.00018895692771640936
0,2,hsa-mir-1262,-0.004425447019865099
0,2,hsa-mir-1265,-0.0019288031920730781
0,2,hsa-mir-1269a,-0.00016788247101967625
0,2,hsa-mir-1269b,-0.0059540638867499876
0,2,hsa-mir-1270,-0.0007253819261572511
0,2,hsa-mir-1271,-0.0003050886609553841
0,2,hsa-mir-1273h,0.003023755655647946
0,2,hsa-mir-1275,-0.002929203906868956
0,2,hsa-mir-1276,-0.000253110967907557
0,3,age_at_initial_pathologic_diagnosis,-0.0024716946589892143
0,3,pathologic_stage_Stage I,2.4657115136506037e-05
0,3,pathologic_stage_Stage IA,-8.843715680995956e-05
0,3,pathologic_stage_Stage IIA,-2.766089998658572e-05
0,3,pathologic_stage_Stage IIB,0.0003399632587979795
0,3,pathologic_stage_Stage IIIA,1.7656301279203034e-05
0,3,pathologic_stage_Stage IIIC,5.8420563218533064e-05
0,3,hsa-mir-1-1,0.008866401042653705
0,3,hsa-mir-1-2,-0.007480776656196908
0,3,hsa-mir-105-1,0.0032238151262044667
0,3,hsa-mir-105-2,9.129202508673582e-05
0,3,hsa-mir-1179,-0.003339429147684938
0,3,hsa-mir-1181,0.0004264073889927844
0,3,hsa-mir-1185-1,-0.0030032516027493107
0,3,hsa-mir-1185-2,0.0001041875007536695
0,3,hsa-mir-1197,-0.0013086487461519282
0,3,hsa-mir-122,0.0008070272432301839
0,3,hsa-mir-1224,-0.00010671681954879321
0,3,hsa-mir-1225,-0.0012642303211704998
0,3,hsa-mir-1226,-0.000660943364974714
0,3,hsa-mir-1227,0.0037930607420026906
0,3,hsa-mir-1228,-0.006935543891833008
0,3,hsa-mir-1229,-0.001346473051070265
0,3,hsa-mir-1231,-0.007372083450603246
0,3,hsa-mir-1234,-0.0015552975314657525
0,3,hsa-mir-1236,0.0001940904275873095
0,3,hsa-mir-1237,-0.0005018812541767961
0,3,hsa-mir-1238,-0.0030988034230392853
0,3,hsa-mir-124-1,0.0036186605267275376
0,3,hsa-mir-124-2,-0.0004896264710828229
0,3,hsa-mir-124-3,0.007140938205685679
0,3,hsa-mir-1243,-0.0009315416007135588
0,3,hsa-mir-1245a,0.007212069417813027
